Entry_ID,Age,Home_City_Tier,Willingness_To_Relocate,Preferred_Work_Model,Bilingual_Proficiency,Highest_Education_Level,Institution_Tier,Formal_Academic_Score_Normalized,Self_Taught_Indicator,Active_Certifications_Count,Competitive_Event_Experience,Months_Formal_Experience,Months_Gig_Or_Freelance_Experience,Number_Of_Completed_Projects,Has_Public_Portfolio,Leadership_Role_Experience,Client_Facing_Experience,Communication_Fluency_Score,Logical_Reasoning_Score,Adaptability_To_New_Tech,Crisis_Management_Score,Team_Collaboration_Score,Negotiation_Skill_Level,Basic_Software_Proficiency,Advanced_Software_Proficiency,Generative_AI_Familiarity,Social_Media_Leverage_Score,Available_Hours_Per_Week,Risk_Tolerance_Profile,Physical_Stamina_Requirement,Mapped_Target_Industry,Equivalent_Job_Role,Market_Value_LPA,Employability_Tier
6415,22,3,0,2,0,2,3,72.7,1,0,1,0,0,9,1,0,1,4,9,8,9,8,1,4,4,1,1,30,0,1,Finance & Business,Financial Analyst,4.66,0
6416,22,2,0,0,1,2,3,68.9,1,0,1,12,24,4,0,0,0,7,3,6,3,4,1,4,2,1,1,50,1,0,Tech & AI,Cloud Architect,5.97,0
6417,37,2,1,1,1,2,2,61.0,0,2,0,0,0,7,1,0,0,6,3,8,10,5,3,1,4,1,1,40,1,0,Finance & Business,Stock Trader,5.66,0
6418,33,3,1,0,1,1,3,69.8,0,0,1,12,0,7,1,0,1,10,3,6,9,5,1,4,3,0,10,30,1,1,Education & Humanities,Career Counselor,4.4,0
6419,36,3,0,1,1,3,3,65.5,0,0,0,24,0,1,0,1,1,5,6,6,10,4,1,4,5,0,9,30,0,0,Events & PR,Wedding Planner,4.39,0
6420,26,3,1,2,1,2,1,68.9,0,2,0,0,0,7,1,1,0,4,6,8,9,6,1,5,4,0,9,30,1,1,Education & Humanities,Tutor,4.88,0
6421,22,3,1,2,0,2,3,57.5,1,0,0,12,0,6,1,1,1,5,3,7,8,9,1,1,2,1,3,40,0,1,Events & PR,PR Executive,4.12,0
6422,25,3,1,1,1,3,3,53.5,1,0,0,0,24,5,0,0,0,3,6,4,6,5,1,2,4,1,4,50,1,0,Media & Content,Copywriter,3.5,0
6423,26,1,1,2,1,1,3,81.1,0,1,0,60,0,4,0,0,1,8,4,10,8,10,3,1,1,1,9,40,0,1,Sales & People,Customer Success Manager,7.08,1
6424,22,3,1,2,0,2,3,70.9,1,1,1,0,0,5,0,0,1,6,10,4,2,5,1,5,4,0,2,40,0,0,Education & Humanities,Historian/Archivist,3.46,0
6425,27,3,0,1,1,2,3,65.9,0,1,0,60,6,1,1,0,0,8,5,8,2,6,2,1,4,1,2,50,1,0,Media & Content,Podcast Host,8.1,1
6426,19,1,1,2,1,2,3,77.7,1,0,0,0,0,9,1,1,0,4,6,10,6,6,3,2,5,1,2,40,0,0,Automotive & Travel,Travel Blogger,4.3,0
6427,26,3,0,2,1,2,3,69.9,1,4,0,36,0,3,1,0,1,4,5,9,5,7,1,1,1,1,5,30,1,0,Tech & AI,Prompt Engineer,8.36,1
6428,28,2,1,1,1,2,2,57.1,0,1,1,36,0,5,0,1,0,5,4,5,9,6,1,5,1,1,7,60,0,1,GreenTech & Science,Lab Assistant,6.74,1
6429,21,3,1,2,1,2,1,53.2,1,3,0,12,6,0,1,1,0,5,7,7,9,5,1,5,2,0,9,40,1,0,GreenTech & Science,Research Analyst,6.92,1
6430,39,3,1,2,0,2,2,67.1,0,0,1,60,0,3,1,0,0,9,10,6,3,7,1,5,2,0,7,40,0,1,Education & Humanities,Life Coach,7.01,1
6431,39,3,1,1,1,2,1,72.6,0,1,0,0,0,8,1,0,1,3,6,4,5,9,1,1,5,1,1,60,0,1,Education & Humanities,Translator,5.92,0
6432,39,3,1,2,1,2,3,68.0,1,0,1,36,0,3,0,0,1,7,3,10,10,7,1,4,3,0,3,40,1,0,Fitness & Health,Dietician,4.39,0
6433,19,2,1,1,0,2,3,53.6,0,0,0,0,0,3,0,0,1,7,3,5,2,10,2,1,5,1,7,30,1,0,Automotive & Travel,Travel Blogger,4.2,0
6434,23,3,1,2,1,1,3,61.8,0,0,1,24,0,1,1,1,0,9,3,7,5,4,1,4,5,1,1,40,0,1,Manual & Vocational,Chef,4.29,0
6435,31,1,1,0,1,2,3,66.0,1,4,0,12,0,2,1,0,1,9,4,4,5,9,3,5,4,0,1,40,1,1,Tech & AI,Data Analyst,6.32,1
6436,18,3,0,0,0,0,3,87.1,1,4,0,48,0,9,1,0,0,6,9,10,2,10,1,1,2,0,8,20,0,1,Sales & People,Real Estate Agent,5.84,0
6437,35,2,1,2,1,2,3,81.1,1,2,0,12,0,6,0,1,0,7,5,8,8,7,1,4,3,1,3,50,0,0,Media & Content,Podcast Host,4.48,0
6438,24,3,1,1,0,2,1,73.5,1,0,1,36,6,8,1,1,1,4,3,6,9,9,1,1,1,0,10,30,0,0,Tech & AI,Cloud Architect,8.57,1
6439,18,2,1,1,0,2,3,72.9,1,3,0,36,6,1,0,1,1,3,9,6,4,10,1,2,2,0,8,60,1,0,Events & PR,Corporate Event Host,4.68,0
6440,18,1,1,0,1,2,2,72.5,1,2,0,0,0,3,1,0,0,8,4,9,9,6,2,5,1,1,3,40,0,0,Education & Humanities,Life Coach,4.63,0
6441,18,2,0,1,1,2,1,82.8,0,1,0,24,0,8,0,0,0,6,8,9,6,5,3,2,2,1,7,50,0,1,Media & Content,Podcast Host,6.31,1
6442,21,3,1,1,1,1,2,53.6,1,1,0,48,0,0,0,0,0,10,9,6,2,7,2,2,4,1,1,60,0,0,Finance & Business,Business Consultant,7.25,1
6443,21,2,1,2,0,2,2,76.8,1,0,0,24,0,8,1,0,0,10,9,6,7,9,2,3,3,1,4,20,0,0,Finance & Business,Accountant,6.31,1
6444,35,2,0,2,1,2,3,67.7,1,4,0,24,0,5,0,0,1,4,6,4,6,5,2,3,4,1,10,60,0,0,Automotive & Travel,Tour Guide,5.45,0
6445,28,2,1,0,1,1,3,76.0,1,0,0,60,12,8,0,0,1,4,10,10,8,7,1,4,1,1,10,50,0,0,Finance & Business,Accountant,7.29,1
6446,18,2,1,2,1,3,3,71.8,1,0,1,24,0,7,0,0,1,5,10,4,2,9,1,3,5,1,6,20,0,1,Automotive & Travel,Test Driver,4.73,0
6447,27,1,1,1,1,3,1,68.3,0,0,0,0,12,0,0,0,1,6,9,6,10,8,1,5,2,0,6,40,1,0,Media & Content,Social Media Strategist,4.13,0
6448,26,3,0,1,1,2,3,70.0,0,2,0,12,6,2,0,0,0,9,3,5,6,5,2,1,3,1,5,40,1,1,Education & Humanities,Translator,4.67,0
6449,21,2,1,2,1,2,3,69.9,1,2,0,48,0,2,1,0,0,6,3,8,3,9,1,4,5,1,2,40,0,0,Tech & AI,Cloud Architect,7.81,1
6450,23,3,0,0,1,2,3,63.1,0,1,1,36,6,2,1,0,1,6,4,7,5,10,1,3,3,0,7,60,1,0,Tech & AI,Prompt Engineer,6.68,1
6451,33,2,1,2,1,2,3,68.6,1,0,1,0,0,7,0,1,1,5,3,9,9,10,2,2,4,0,6,60,0,0,Finance & Business,Financial Analyst,3.61,0
6452,19,3,1,2,1,0,3,55.4,1,1,0,36,0,7,1,0,0,5,10,6,7,10,1,5,2,1,4,40,0,1,Education & Humanities,Life Coach,5.28,0
6453,35,3,1,2,1,2,3,64.0,1,0,1,24,12,5,1,0,1,5,4,10,6,10,1,3,2,1,2,40,0,1,Automotive & Travel,Travel Blogger,5.24,0
6454,27,1,0,2,1,2,3,67.3,0,3,1,36,6,4,0,0,0,5,3,8,8,6,1,4,5,1,8,40,0,1,Automotive & Travel,Travel Blogger,6.0,1
6455,34,2,1,2,1,0,3,67.5,0,2,0,48,0,3,1,0,0,3,6,5,6,6,1,4,5,1,3,40,0,0,Manual & Vocational,Plumber,5.63,0
6456,30,2,1,2,1,4,3,72.7,1,0,1,12,0,8,0,0,0,10,5,4,9,10,2,3,3,1,2,50,0,1,Sales & People,Real Estate Agent,5.41,0
6457,35,2,1,2,1,3,2,61.4,0,4,1,60,24,8,0,0,0,5,3,4,10,10,1,1,2,0,10,40,0,0,GreenTech & Science,Lab Assistant,7.63,1
6458,39,3,0,0,1,3,3,64.5,1,0,1,0,12,9,0,0,0,8,4,8,8,10,3,3,5,0,1,40,0,1,Manual & Vocational,Chef,1.91,0
6459,30,3,1,0,1,2,3,75.3,0,3,0,48,0,8,0,1,0,7,4,9,6,5,1,4,2,1,5,40,0,0,Manual & Vocational,Carpenter,5.23,0
6460,34,3,1,2,1,0,1,83.0,1,4,1,36,6,3,0,1,0,4,3,5,5,5,1,3,4,1,8,50,1,1,Sales & People,HR Recruiter,7.39,1
6461,22,2,0,2,1,2,2,80.0,1,1,0,48,6,1,1,0,0,9,6,8,3,9,1,1,2,0,10,40,1,0,Automotive & Travel,Logistics Coordinator,6.51,1
6462,28,2,0,2,1,0,2,68.5,1,0,1,48,6,4,0,0,1,3,10,10,6,10,2,3,5,1,9,40,0,1,Events & PR,PR Executive,6.53,1
6463,24,2,1,1,1,2,3,65.7,0,0,0,12,0,8,0,0,1,6,3,10,7,9,3,3,1,1,5,50,0,1,Automotive & Travel,Travel Blogger,4.23,0
6464,27,3,1,0,0,2,3,65.8,1,0,1,36,6,1,0,0,1,8,7,6,10,6,1,3,4,0,1,20,0,0,Automotive & Travel,Travel Blogger,5.38,0
6465,34,3,1,2,1,2,1,65.1,0,0,0,0,0,4,1,0,1,7,6,10,6,9,2,2,3,1,2,20,0,1,Design & Art,Interior Decorator,5.98,0
6466,32,2,1,2,1,1,2,76.1,0,0,0,0,0,8,0,0,0,5,6,5,10,4,1,1,3,1,10,50,1,0,Sales & People,Customer Success Manager,3.93,0
6467,35,3,1,1,1,2,2,63.8,0,2,0,12,0,2,1,1,0,4,10,9,10,6,1,1,1,1,4,40,0,1,Finance & Business,Stock Trader,6.58,1
6468,39,1,1,2,1,3,2,76.2,1,0,1,0,0,4,0,0,0,5,4,10,3,7,1,3,4,0,3,40,0,0,Tech & AI,Data Analyst,5.14,0
6469,36,3,0,2,0,1,2,70.4,1,2,1,0,0,3,1,1,1,9,10,9,8,5,2,5,3,0,1,40,0,0,Design & Art,Illustrator,4.42,0
6470,19,2,1,1,1,2,3,75.3,1,1,1,36,6,5,1,0,1,4,5,5,3,4,1,3,1,1,3,40,0,0,Design & Art,Fashion Stylist,5.75,0
6471,21,3,1,1,1,1,2,59.8,1,0,0,48,6,2,0,0,1,7,3,6,4,5,1,5,5,0,8,40,0,1,GreenTech & Science,Solar Technician,6.84,1
6472,20,2,1,0,1,2,2,66.7,1,3,0,36,12,8,0,0,1,3,4,7,7,9,2,4,5,0,10,40,0,1,Automotive & Travel,Travel Blogger,5.55,0
6473,24,3,1,2,1,0,3,61.3,1,2,1,0,12,6,0,0,0,4,10,4,3,4,2,4,4,1,10,20,1,1,Tech & AI,Cybersecurity Trainee,6.44,1
6474,35,1,0,0,1,1,3,91.2,1,0,0,48,0,6,0,0,1,5,7,8,10,4,2,3,3,0,2,40,1,1,Automotive & Travel,Tour Guide,5.98,0
6475,27,2,1,2,1,4,1,67.1,1,0,1,24,0,4,0,0,1,9,9,7,6,9,2,5,5,1,3,40,1,0,Education & Humanities,Translator,6.11,1
6476,24,2,1,0,1,2,3,58.4,1,0,0,36,0,9,0,1,0,4,5,8,3,10,1,2,2,1,9,50,0,0,Fitness & Health,Sports Physiotherapist,4.14,0
6477,25,3,0,2,1,0,3,61.0,1,2,0,60,0,2,0,0,1,5,5,10,2,9,2,3,4,0,8,50,0,0,Tech & AI,Prompt Engineer,7.91,1
6478,23,3,0,1,0,1,1,63.8,0,4,1,0,6,1,0,1,1,7,4,10,5,6,3,5,5,1,9,40,1,0,Fitness & Health,Yoga Instructor,5.29,0
6479,39,2,1,1,1,2,3,74.6,0,0,0,0,6,8,0,1,1,5,7,5,6,9,1,2,4,1,7,30,1,0,Sales & People,HR Recruiter,3.71,0
6480,18,3,1,0,0,2,3,70.1,0,1,0,0,0,8,1,1,0,6,7,8,9,5,2,4,1,0,10,40,0,1,GreenTech & Science,Lab Assistant,4.48,0
6481,21,3,1,1,1,2,2,79.6,0,3,0,24,0,2,1,0,1,5,10,8,10,8,1,2,2,1,3,40,0,1,Manual & Vocational,Carpenter,5.27,0
6482,31,2,1,1,1,1,3,75.9,0,1,0,0,6,3,0,0,1,9,4,5,4,9,1,5,3,1,1,40,0,0,Media & Content,Copywriter,4.6,0
6483,34,2,1,0,1,1,3,82.4,0,1,0,60,0,1,1,0,0,9,4,9,3,4,1,3,3,1,2,40,1,1,Events & PR,Wedding Planner,7.6,1
6484,37,3,1,2,1,2,2,61.4,0,1,0,12,0,0,1,0,1,7,4,6,9,4,1,3,4,1,4,50,1,1,Events & PR,PR Executive,5.66,0
6485,35,3,0,2,1,4,3,59.2,0,0,0,36,6,4,1,0,0,9,5,7,10,8,3,3,2,1,2,60,0,0,Media & Content,Podcast Host,6.44,1
6486,28,2,0,0,1,2,3,74.9,1,4,1,12,12,4,1,0,0,6,7,6,8,5,1,2,1,1,1,50,0,0,Finance & Business,Startup Founder,6.81,1
6487,38,2,1,1,1,2,2,85.5,0,0,0,24,24,0,1,1,1,7,7,10,8,8,1,3,4,1,5,50,0,0,Automotive & Travel,Tour Guide,6.0,1
6488,31,2,1,0,1,2,1,77.0,0,0,1,60,6,4,0,1,0,4,9,4,7,4,1,2,4,1,9,50,0,0,Education & Humanities,Translator,7.7,1
6489,26,3,1,2,1,2,3,70.0,1,1,0,12,12,3,1,0,1,7,7,7,3,6,1,1,2,1,4,60,1,0,Events & PR,Wedding Planner,4.61,0
6490,32,2,1,0,1,3,3,69.5,1,0,0,0,0,1,1,1,1,5,8,9,2,9,2,4,2,0,8,40,0,0,Sales & People,Retail Supervisor,3.7,0
6491,29,3,0,0,1,2,3,51.6,1,1,0,12,0,0,1,0,0,5,7,7,10,6,1,1,5,1,5,30,1,1,Media & Content,Vlogger,4.41,0
6492,27,2,1,2,1,2,2,74.0,1,0,0,24,6,0,1,0,0,3,6,8,3,9,2,2,3,1,10,40,1,0,Design & Art,UI/UX Designer,6.01,1
6493,36,2,1,1,1,2,1,55.6,0,0,0,24,0,4,0,0,1,3,10,7,6,6,1,2,3,1,8,40,0,0,Manual & Vocational,Carpenter,4.69,0
6494,36,1,0,0,1,0,3,93.0,0,4,0,24,0,7,0,0,1,3,7,9,6,8,2,2,3,1,1,50,0,0,Design & Art,Illustrator,5.92,0
6495,23,3,1,2,1,0,3,81.4,1,1,1,0,6,8,0,0,1,3,4,6,4,9,1,3,2,1,5,30,0,1,GreenTech & Science,Research Analyst,4.37,0
6496,37,2,1,2,0,2,2,88.5,0,4,1,48,12,1,0,0,0,7,8,7,9,7,1,4,5,1,9,40,0,1,Manual & Vocational,Master Electrician,5.34,0
6497,23,3,0,1,1,4,3,64.2,0,1,0,0,0,3,1,0,0,9,10,5,4,7,1,2,1,1,5,50,0,0,Finance & Business,Stock Trader,4.83,0
6498,25,2,1,1,1,1,1,60.0,1,2,0,36,0,8,0,0,0,5,10,6,10,10,1,2,5,1,3,40,0,0,Education & Humanities,Career Counselor,7.11,1
6499,18,3,1,1,1,3,3,80.7,0,1,1,60,0,1,1,0,0,4,7,10,6,5,1,5,5,1,10,40,0,1,Sales & People,Retail Supervisor,7.25,1
6500,39,2,1,2,1,4,2,76.9,1,3,1,24,0,3,0,0,0,7,7,9,8,10,1,3,5,0,9,40,0,1,Fitness & Health,Sports Physiotherapist,4.98,0
6501,34,3,1,1,1,0,3,77.4,0,0,1,0,12,6,1,0,0,3,9,8,6,7,2,1,5,0,1,60,1,1,Events & PR,Wedding Planner,3.63,0
6502,34,3,1,1,1,2,1,81.3,1,0,0,36,6,5,1,1,0,8,9,4,5,5,2,4,3,1,5,50,0,0,Sales & People,HR Recruiter,7.9,1
6503,32,2,1,2,1,2,3,80.2,1,1,1,0,0,0,1,0,1,9,5,10,5,8,1,4,3,1,10,60,0,0,Sales & People,Retail Supervisor,5.52,0
6504,24,2,1,0,1,1,3,73.6,1,0,0,12,6,1,0,1,0,6,5,5,6,8,1,4,2,1,4,40,0,1,Media & Content,Copywriter,3.68,0
6505,36,3,1,1,0,2,1,71.8,0,0,1,0,0,7,1,0,0,10,9,8,3,8,1,2,4,1,4,50,0,1,Tech & AI,Prompt Engineer,8.22,1
6506,39,2,1,1,1,3,3,62.7,1,0,1,0,0,2,0,1,1,10,10,10,9,8,2,2,3,0,9,50,0,0,Design & Art,UI/UX Designer,3.31,0
6507,20,3,0,2,1,3,3,63.5,1,3,0,48,0,5,1,0,0,9,4,8,8,8,3,5,2,1,8,40,0,0,Automotive & Travel,Test Driver,6.43,1
6508,39,1,0,2,1,2,3,76.2,1,0,0,12,6,6,1,0,1,7,10,4,8,7,1,2,4,0,5,30,1,0,Manual & Vocational,Master Electrician,3.04,0
6509,28,3,1,2,1,1,3,69.9,0,0,1,0,0,3,1,0,1,10,8,10,10,6,3,3,5,1,1,40,0,1,Fitness & Health,Sports Physiotherapist,3.5,0
6510,37,3,1,1,1,2,1,75.7,0,0,1,12,0,5,1,0,1,6,3,9,7,7,2,5,4,0,5,60,0,0,Events & PR,Talent Manager,5.48,0
6511,36,2,1,0,1,2,2,87.8,0,0,1,60,0,6,0,0,0,10,4,6,9,5,2,1,5,0,6,40,0,0,Automotive & Travel,Logistics Coordinator,6.31,1
6512,26,3,1,0,1,2,2,77.7,0,2,1,12,0,3,1,1,0,4,5,4,6,4,2,4,1,1,9,40,0,1,Fitness & Health,Dietician,4.67,0
6513,27,3,0,2,1,2,3,68.0,0,1,1,36,6,8,0,1,1,3,5,9,8,8,1,5,5,0,7,20,1,0,Education & Humanities,Translator,5.01,0
6514,19,2,1,0,1,2,3,60.7,0,2,0,24,12,1,0,0,0,5,10,7,10,5,2,5,5,0,5,40,0,1,Finance & Business,Financial Analyst,4.96,0
6515,18,2,1,1,1,2,2,66.5,1,2,0,60,6,4,1,1,0,4,4,8,10,6,3,2,4,1,6,50,0,0,Fitness & Health,Sports Physiotherapist,6.21,1
6516,33,3,1,1,0,2,3,60.4,1,1,1,36,0,8,0,0,0,6,7,10,5,5,2,4,3,0,5,50,0,0,GreenTech & Science,E-Waste Consultant,5.37,0
6517,35,1,1,1,0,2,1,64.9,1,1,1,24,0,5,0,0,0,6,10,7,4,10,2,1,1,1,8,40,0,0,Education & Humanities,Life Coach,5.61,0
6518,34,3,1,0,1,1,3,52.6,1,0,1,0,0,0,0,0,1,3,9,6,10,8,3,3,1,1,6,40,0,0,Fitness & Health,Sports Physiotherapist,3.14,0
6519,23,3,1,2,1,3,2,59.5,0,0,0,36,6,3,0,0,1,4,10,6,3,6,2,1,5,1,4,40,1,0,Events & PR,Talent Manager,5.48,0
6520,31,2,1,0,1,2,3,72.4,0,2,1,36,24,8,1,0,0,6,7,4,6,9,3,2,1,0,5,40,1,0,Manual & Vocational,Plumber,3.97,0
6521,32,3,1,0,0,3,3,57.6,1,4,0,36,12,4,0,0,0,10,8,7,6,10,2,4,5,1,8,50,1,1,Media & Content,Social Media Strategist,6.95,1
6522,31,2,1,1,1,1,2,61.5,1,2,0,12,6,6,1,0,0,4,8,8,4,10,2,2,1,1,8,50,1,1,Fitness & Health,Dietician,4.6,0
6523,39,3,0,1,1,2,3,80.1,1,0,0,24,6,8,0,0,1,10,8,10,8,7,3,4,4,0,2,50,0,0,Tech & AI,Data Analyst,6.77,1
6524,20,2,1,2,1,0,2,75.8,1,4,0,24,0,6,0,0,0,7,6,9,7,9,3,5,4,1,3,20,1,1,Events & PR,Corporate Event Host,5.65,0
6525,36,3,0,1,1,1,2,65.0,1,1,0,0,6,3,0,0,0,4,5,4,2,8,1,3,5,0,9,40,0,1,Design & Art,Animator,3.96,0
6526,29,3,1,2,0,1,3,93.9,0,1,0,12,0,5,0,1,0,9,8,5,3,6,1,5,3,1,8,40,0,0,Manual & Vocational,Plumber,3.45,0
6527,19,3,1,2,0,3,3,73.6,1,0,0,12,0,1,0,0,0,7,9,4,5,6,2,4,2,0,3,40,0,0,GreenTech & Science,Solar Technician,5.53,0
6528,20,2,0,1,1,2,3,62.2,0,0,0,12,0,3,1,0,1,10,10,5,7,9,2,1,3,0,1,50,0,0,Education & Humanities,Career Counselor,3.76,0
6529,35,2,1,1,0,2,2,89.8,0,2,1,0,0,9,1,0,1,10,6,4,8,5,1,2,1,0,5,60,0,0,Tech & AI,Junior Developer,6.39,1
6530,18,2,1,0,0,4,3,78.5,1,2,0,24,0,7,0,0,1,9,9,8,4,6,1,4,1,1,10,30,0,1,Fitness & Health,Personal Trainer,4.43,0
6531,37,2,1,0,0,3,3,98.7,1,2,0,60,6,3,1,0,1,3,9,4,8,6,3,2,1,1,5,50,1,1,Events & PR,Wedding Planner,6.32,1
6532,38,2,1,1,1,2,3,84.7,1,3,1,0,6,4,1,0,1,10,6,10,4,6,3,3,2,0,1,40,1,1,Manual & Vocational,Carpenter,3.11,0
6533,23,3,1,0,0,2,3,78.1,1,2,1,12,6,5,0,0,0,7,6,6,3,6,1,5,2,0,7,40,1,1,Finance & Business,Stock Trader,5.26,0
6534,22,3,0,2,1,1,3,63.2,1,0,0,48,6,5,0,1,0,10,6,8,6,7,2,1,3,0,10,50,0,1,Fitness & Health,Gym Manager,4.94,0
6535,18,2,0,1,1,2,3,88.3,1,4,0,0,6,4,1,0,0,8,6,9,2,7,1,3,5,1,4,60,0,0,Sales & People,Customer Success Manager,5.68,0
6536,36,2,1,1,1,2,3,50.3,1,0,1,36,0,3,0,0,0,7,8,5,9,8,1,4,3,1,3,20,0,0,Fitness & Health,Sports Physiotherapist,4.14,0
6537,18,3,1,2,1,2,3,49.3,0,0,0,24,0,3,1,0,0,10,5,8,8,6,1,2,5,1,1,40,0,1,Tech & AI,Blockchain Dev,5.91,0
6538,38,3,0,0,1,2,3,94.4,0,1,0,36,24,8,0,0,0,10,7,5,3,7,3,3,5,1,6,50,0,1,Automotive & Travel,Logistics Coordinator,5.13,0
6539,38,3,1,1,0,3,3,58.9,1,2,1,12,0,1,0,1,0,3,6,4,9,7,1,2,1,0,1,40,1,0,Media & Content,Video Editor,3.68,0
6540,33,1,0,0,1,2,2,58.6,0,1,0,24,0,9,1,1,1,9,3,8,10,6,1,4,1,1,9,50,0,1,GreenTech & Science,Solar Technician,6.98,1
6541,29,3,0,2,1,3,3,57.8,0,1,0,36,0,8,1,1,1,4,3,7,7,7,1,5,3,1,9,40,0,1,Media & Content,Podcast Host,6.02,1
6542,39,3,1,1,1,3,2,63.2,1,1,0,24,0,2,0,0,1,3,4,10,10,4,2,3,1,1,5,50,1,0,Manual & Vocational,Tailor,4.25,0
6543,25,1,1,0,1,2,1,78.9,0,2,1,60,6,4,0,1,1,3,5,5,3,10,1,5,3,1,6,40,1,1,Finance & Business,Startup Founder,8.33,1
6544,33,3,1,1,1,0,3,71.4,0,0,1,0,24,7,0,0,0,5,6,5,5,4,2,5,2,1,2,30,1,0,Tech & AI,Blockchain Dev,5.42,0
6545,18,3,1,0,1,2,1,71.3,1,0,1,0,0,0,0,0,1,10,8,6,6,9,3,4,5,0,5,40,0,0,Education & Humanities,Translator,4.7,0
6546,21,2,1,2,1,2,2,66.3,1,1,0,24,0,0,0,1,0,10,9,4,7,6,1,1,3,1,10,50,0,0,Tech & AI,Prompt Engineer,7.19,1
6547,27,3,1,2,1,2,2,79.0,0,0,1,0,0,5,1,1,0,3,5,10,6,9,2,1,2,1,9,50,1,0,Automotive & Travel,Travel Blogger,4.87,0
6548,28,3,1,2,1,0,2,66.0,1,4,0,0,0,4,0,0,1,5,4,4,4,6,1,3,1,1,9,40,0,0,Events & PR,Wedding Planner,4.83,0
6549,34,3,1,1,1,2,2,91.2,1,1,0,48,0,7,1,0,0,9,4,7,4,7,1,4,1,1,9,50,1,0,Manual & Vocational,Tailor,5.27,0
6550,24,3,1,2,1,2,3,63.0,1,0,1,24,0,7,0,0,1,7,4,9,6,5,3,3,1,0,2,50,0,0,Education & Humanities,Career Counselor,4.28,0
6551,29,2,1,0,1,1,3,91.7,1,0,1,24,0,4,1,0,0,8,4,9,7,8,2,3,5,0,2,40,0,1,Design & Art,Fashion Stylist,4.85,0
6552,38,3,1,0,1,2,3,73.6,1,2,1,12,0,9,0,0,1,3,3,10,4,10,1,2,3,1,7,30,0,0,Education & Humanities,Life Coach,4.83,0
6553,24,3,0,2,1,2,3,89.2,1,3,0,24,0,3,0,0,0,9,3,10,4,6,3,2,1,0,10,40,0,1,Design & Art,UI/UX Designer,4.91,0
6554,29,3,1,2,1,2,3,86.6,0,2,0,0,24,1,1,0,1,6,5,4,4,10,1,4,3,0,1,20,0,0,Tech & AI,Junior Developer,5.57,0
6555,32,2,0,2,1,2,3,66.6,0,0,0,0,12,9,0,0,0,9,3,4,8,6,3,4,1,0,8,50,0,1,Tech & AI,Data Analyst,4.62,0
6556,19,1,1,2,0,3,2,71.4,1,1,0,48,0,8,1,0,0,6,6,10,8,4,1,1,1,0,10,40,0,1,Manual & Vocational,Tailor,4.96,0
6557,31,3,0,1,1,2,2,65.3,0,0,0,48,12,2,1,1,0,9,5,4,9,5,1,2,4,0,5,20,0,1,Automotive & Travel,Logistics Coordinator,6.15,1
6558,30,3,1,1,0,3,2,67.7,1,2,0,60,0,1,1,0,0,5,5,7,2,8,1,2,1,1,2,40,0,0,GreenTech & Science,E-Waste Consultant,7.73,1
6559,21,3,1,1,1,2,2,83.0,1,0,0,0,0,0,1,0,1,10,5,10,9,4,1,4,3,0,1,20,0,0,Fitness & Health,Dietician,3.32,0
6560,31,2,1,2,1,4,3,56.9,1,3,0,0,0,9,0,0,0,6,3,6,5,8,1,1,3,0,3,30,1,0,Automotive & Travel,Tour Guide,3.98,0
6561,31,2,1,0,1,2,2,71.2,0,1,0,0,0,3,1,0,0,9,8,8,10,7,2,3,5,1,2,50,1,0,Fitness & Health,Sports Physiotherapist,4.15,0
6562,33,2,0,1,0,1,3,58.3,0,0,0,0,24,7,0,0,0,6,10,4,8,4,1,3,4,1,2,30,1,0,Education & Humanities,Historian/Archivist,3.29,0
6563,24,3,1,0,1,3,3,72.7,1,1,1,36,0,0,0,1,0,3,9,7,3,10,2,4,4,0,5,40,0,0,Education & Humanities,Career Counselor,4.67,0
6564,36,3,1,1,1,0,3,71.4,1,4,1,36,0,6,0,0,1,5,5,8,10,9,3,5,1,0,2,30,0,0,Tech & AI,Junior Developer,6.98,1
6565,19,3,0,0,1,4,3,71.9,1,3,0,0,0,5,0,0,1,5,10,4,2,9,1,3,2,1,6,40,0,0,Fitness & Health,Gym Manager,3.33,0
6566,27,2,1,1,0,1,3,62.8,1,1,0,48,0,0,1,1,1,4,5,7,7,10,1,4,3,0,4,40,0,1,Sales & People,Real Estate Agent,5.49,0
6567,35,2,0,1,1,1,3,77.2,1,3,0,24,0,1,1,0,0,9,3,10,3,7,3,5,3,1,1,40,0,0,Automotive & Travel,Travel Blogger,6.1,1
6568,34,3,1,1,1,0,3,77.2,1,0,0,12,0,9,0,0,0,3,9,8,7,6,3,4,1,1,7,50,0,0,Finance & Business,Startup Founder,5.09,0
6569,22,3,1,2,1,1,3,81.4,0,1,1,0,24,8,0,1,1,7,8,6,7,5,1,3,4,0,2,20,0,1,Fitness & Health,Yoga Instructor,2.7,0
6570,29,3,1,1,1,1,3,68.4,0,0,1,0,12,1,0,0,0,10,10,8,7,10,2,3,4,0,6,30,1,1,Media & Content,Vlogger,3.87,0
6571,23,2,1,2,1,2,2,82.6,1,1,0,48,0,2,0,0,0,6,6,8,7,7,2,2,5,0,10,60,0,1,Finance & Business,Business Consultant,6.8,1
6572,39,3,0,2,1,0,3,65.5,0,0,0,0,6,3,0,0,1,3,7,5,3,9,2,3,4,1,8,20,0,0,Manual & Vocational,Chef,2.42,0
